change_type,cluster_id,cluster_size,template_mined,cluster_count
none,42191,7,Traceback (most recent call <:*:>,1024
none,42811,3,"<:CHAR:>TypeError<:CHAR:> endswith first arg must be bytes or a tuple of bytes, not str<:CHAR:>",1024
none,42705,3,<:CHAR:>Negative dimension size caused by subtracting <<:CHAR:>NUM<:CHAR:>> from <<:CHAR:>NUM<:CHAR:>> for <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,1024
cluster_created,43187,1,cannot identify image file '/media/sexybeam/Suzuya/Study/Group-Project/Python/train et test/data/train/amoeba5/IFCB1 <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>><:CHAR:>jpg',1024
none,42457,7,total size of new array must be unchanged,1024
cluster_created,43188,1,"<:CHAR:>Layer #<<:CHAR:>NUM<:CHAR:>> (named <:CHAR:><:CHAR:>predictions<:CHAR:><:CHAR:>) expects <<:CHAR:>NUM<:CHAR:>> weight(s), but the saved weights have <<:CHAR:>NUM<:CHAR:>> element(s)<:CHAR:><:CHAR:>",1024
cluster_created,43189,1,model fn (<function load model at <<:CHAR:>HEX<:CHAR:>>>) must include features argument<:CHAR:>,1024
cluster_created,43190,1,alloc failed,1024
none,42081,8,cannot import name <:*:> <:*:> <:*:> <:*:>,1024
cluster_created,43191,1,"<:CHAR:>float() argument must be a string or a number, not<:CHAR:>",1024
cluster_created,43192,1,"<:CHAR:>('Not a Keras tensor<:CHAR:>', Elemwise{add,no inplace}<:CHAR:><<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_template_changed,43035,3,"<:CHAR:>Error when checking <:*:> <:*:> <:*:> <:*:> <:*:> to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42687,16,<:*:> shapes<:CHAR:> <:*:> vs<:CHAR:> <:*:>,1024
none,42710,4,"<:CHAR:>Input to reshape is a tensor with <<:CHAR:>NUM<:CHAR:>> values, but the requested shape has <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,42496,4,[Errno <<:CHAR:>NUM<:CHAR:>>] No such file or directory<:CHAR:> <:*:>,1024
none,42071,50,<:*:> <:*:> is not <:*:>,1024
none,43044,2,slice index <<:CHAR:>NUM<:CHAR:>> of dimension <<:CHAR:>NUM<:CHAR:>> out of bounds<:CHAR:>,1024
none,43044,3,slice index <<:CHAR:>NUM<:CHAR:>> of dimension <<:CHAR:>NUM<:CHAR:>> out of bounds<:CHAR:>,1024
none,42085,59,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,43193,1,"<:CHAR:>('Invalid kernel shape<:CHAR:>', (<<:CHAR:>NUM<:CHAR:>>,))<:CHAR:>",1024
none,42022,18,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
none,42322,3,"<:CHAR:>'(slice(None, None, None), <<:CHAR:>NUM<:CHAR:>>)' is an invalid key<:CHAR:>",1024
none,42710,5,"<:CHAR:>Input to reshape is a tensor with <<:CHAR:>NUM<:CHAR:>> values, but the requested shape has <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,39530,211,in <:*:> code<:CHAR:>,1024
cluster_template_changed,42874,2,Unexpectedly found an instance of type <:*:> <:*:> Expected a symbolic tensor instance<:CHAR:>,1024
cluster_template_changed,43088,2,Layer <:*:> has no inbound nodes<:CHAR:>,1024
none,42672,3,"<:CHAR:>None is only supported in the 1st dimension<:CHAR:> Tensor <<:CHAR:>VID<:CHAR:>> has invalid shape '[None, None, <:*:> <<:CHAR:>NUM<:CHAR:>>]'<:CHAR:><:CHAR:>",1024
cluster_created,43194,1,"<:CHAR:>Using a `<<:CHAR:>URL<:CHAR:>>` as a Python `bool` is not allowed<:CHAR:> Use `if t is not None<:CHAR:>` instead of `if t<:CHAR:>` to test if a tensor is defined, and use TensorFlow ops such as <<:CHAR:>URL<:CHAR:>> to execute subgraphs conditioned on the value of a tensor<:CHAR:> Exception ignored in<:CHAR:> <bound method BaseSession<:CHAR:> del of <<<:CHAR:>URL<:CHAR:>> object at <<:CHAR:>HEX<:CHAR:>>>><:CHAR:>",1024
cluster_created,43195,1,"<:CHAR:>Error when checking target<:CHAR:> expected dense <<:CHAR:>NUM<:CHAR:>> to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42311,5,<<:CHAR:>NUM<:CHAR:>> <:*:>,1024
cluster_created,43196,1,The added layer must be an instance of class Layer<:CHAR:> Found<:CHAR:> <class <<:CHAR:>VID<:CHAR:>>>,1024
cluster_created,43197,1,InvalidValueError,1024
cluster_created,43198,1,"<:CHAR:><<:CHAR:>NUM<:CHAR:>>-th value returned by pyfunc <<:CHAR:>NUM<:CHAR:>> is double, but expects float<:CHAR:>",1024
none,42027,272,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_template_changed,42766,2,cannot compute <:*:> as input #<<:CHAR:>NUM<:CHAR:>>(zero-based) was expected to be a <:*:> tensor but is a float tensor <:*:>,1024
none,43028,4,"<:CHAR:>Matrix size-incompatible<:CHAR:> In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42027,273,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,43199,1,Incompatible shapes<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>] vs<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>] [Op<:CHAR:>AddV2],1024
none,42027,274,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42023,15,Found array with dim <<:CHAR:>NUM<:CHAR:>><:CHAR:> <:*:> expected <= <<:CHAR:>NUM<:CHAR:>><:CHAR:>,1024
cluster_created,43200,1,In[<<:CHAR:>NUM<:CHAR:>>] is not a matrix<:CHAR:> Instead it has shape [<<:CHAR:>NUM<:CHAR:>>] [Op<:CHAR:>MatMul]```,1024
cluster_created,43201,1,"<:CHAR:>('Could not interpret optimizer identifier<:CHAR:>', <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,39530,212,in <:*:> code<:CHAR:>,1024
cluster_created,43202,1,"<:CHAR:>Dimensions must be equal, but are <<:CHAR:>NUM<:CHAR:>> and <<:CHAR:>NUM<:CHAR:>> for <<:CHAR:>VID<:CHAR:>> (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> [?,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:><:CHAR:>",1024
none,43202,2,"<:CHAR:>Dimensions must be equal, but are <<:CHAR:>NUM<:CHAR:>> and <<:CHAR:>NUM<:CHAR:>> for <<:CHAR:>VID<:CHAR:>> (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> [?,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:><:CHAR:>",1024
none,41638,9,init () missing <<:CHAR:>NUM<:CHAR:>> required positional argument<:CHAR:> <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,43203,1,[WinError <<:CHAR:>NUM<:CHAR:>>] An existing connection was forcibly closed by the remote host,1024
none,42027,275,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,43085,3,"<:CHAR:>Expected binary or unicode string, got <:*:>",1024
none,42309,16,<<:CHAR:>NUM<:CHAR:>> root error(s) found<:CHAR:>,1024
none,42027,276,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42922,5,"<:CHAR:>Error when checking <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42027,277,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,43204,1,"<:CHAR:>The second input must be a scalar, but it has shape [<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,43205,1,If none of the variables have gradients<:CHAR:>,1024
none,43071,2,"<:CHAR:>A `Concatenate` layer requires inputs with matching shapes except for the concat axis<:CHAR:> Got inputs shapes<:CHAR:> [(None, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), (None, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)]<:CHAR:>",1024
none,42027,278,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42758,10,"<:CHAR:>('Keyword argument not understood<:CHAR:>', <<:CHAR:>VID<:CHAR:>>)<:CHAR:>",1024
cluster_created,43206,1,"<:CHAR:>Expected int64, got 1e-<<:CHAR:>NUM<:CHAR:>> of type <<:CHAR:>VID<:CHAR:>> instead<:CHAR:><:CHAR:>",1024
cluster_template_changed,42867,8,"<:CHAR:>Input <<:CHAR:>NUM<:CHAR:>> is incompatible with layer <:*:> <<:CHAR:>NUM<:CHAR:>><:CHAR:> expected ndim=<<:CHAR:>NUM<:CHAR:>>, found <:*:>",1024
none,42734,8,<:CHAR:>Error when checking input<:CHAR:> expected <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> but got array with shape <:*:>,1024
cluster_created,43207,1,shape mismatch<:CHAR:> objects cannot be broadcast to a single shape,1024
none,42022,19,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
none,39529,219,<:EMP:>,1024
none,39530,213,in <:*:> code<:CHAR:>,1024
none,42110,63,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
none,42110,64,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
cluster_created,43208,1,Failed to find data adapter that can handle input<:CHAR:> (<class,1024
none,42027,279,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,280,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,281,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,43209,1,Could not import <<:CHAR:>URL<:CHAR:>><:CHAR:> The use of `array to img` requires PIL<:CHAR:>,1024
none,42027,282,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42675,14,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
none,42675,15,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
cluster_created,43210,1,Python version <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> or >= <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> required<:CHAR:>,1024
none,42246,6,"<:CHAR:>Input <<:CHAR:>NUM<:CHAR:>> is incompatible with layer <:*:> <:*:> <:*:> <:*:> ndim=<<:CHAR:>NUM<:CHAR:>>, found ndim=<<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
cluster_created,43211,1,"<:CHAR:>Dimension <<:CHAR:>NUM<:CHAR:>> in both shapes must be equal, but are <<:CHAR:>NUM<:CHAR:>> and <<:CHAR:>NUM<:CHAR:>> for <<:CHAR:>VID<:CHAR:>> (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:><:CHAR:>",1024
none,42117,8,<:CHAR:>operands could not be broadcast together with shapes <:*:> <:*:> <:*:>,1024
none,42041,88,No module named <:*:>,1024
none,42824,9,Attempting to use uninitialized value <:*:> <:*:>,1024
cluster_created,43212,1,TensorType does not support iteration<:CHAR:> Maybe you are using <<:CHAR:>URL<:CHAR:>> instead of <<:CHAR:>URL<:CHAR:>>? (Maybe <:CHAR:>max?),1024
none,42071,51,<:*:> <:*:> is not <:*:>,1024
none,42247,13,"<:*:> argument must be a string or a number, not <<:CHAR:>VID<:CHAR:>><:CHAR:>",1024
none,42027,283,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,284,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,285,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42050,80,setting an array element with a <:*:>,1024
none,42050,81,setting an array element with a <:*:>,1024
none,42155,16,index <<:CHAR:>NUM<:CHAR:>> is out of bounds for axis <<:CHAR:>NUM<:CHAR:>> with size <<:CHAR:>NUM<:CHAR:>>,1024
none,42675,16,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
cluster_created,43213,1,[<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>] src/storage/<<:CHAR:>URL<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:> Compile with USE CUDA=<<:CHAR:>NUM<:CHAR:>> to enable GPU usage,1024
none,42728,11,"<:*:> = <<:CHAR:>NUM<:CHAR:>> is not in [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42674,22,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42324,7,<<:CHAR:>VID<:CHAR:>> object cannot be interpreted as an integer,1024
cluster_created,43214,1,"<:CHAR:>Dimension mismatch<:CHAR:> shapes are (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,43214,2,"<:CHAR:>Dimension mismatch<:CHAR:> shapes are (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42758,11,"<:CHAR:>('Keyword argument not understood<:CHAR:>', <<:CHAR:>VID<:CHAR:>>)<:CHAR:>",1024
none,42027,286,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,43028,5,"<:CHAR:>Matrix size-incompatible<:CHAR:> In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,43028,6,"<:CHAR:>Matrix size-incompatible<:CHAR:> In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>], In[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42491,10,<:*:> got <:*:> <:*:> <:*:> argument <<:CHAR:>VID<:CHAR:>>,1024
none,42874,3,Unexpectedly found an instance of type <:*:> <:*:> Expected a symbolic tensor instance<:CHAR:>,1024
none,42722,4,<:CHAR:>OOM when allocating tensor with <:*:> and type <:*:> on /job<:CHAR:>localhost/replica<:CHAR:><<:CHAR:>NUM<:CHAR:>>/task<:CHAR:><<:CHAR:>NUM<:CHAR:>>/device<:CHAR:>GPU<:CHAR:><<:CHAR:>NUM<:CHAR:>> by allocator GPU <<:CHAR:>NUM<:CHAR:>> bfc <:*:>,1024
none,42027,287,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42693,3,[SSL<:CHAR:> CERTIFICATE VERIFY FAILED] certificate verify failed<:CHAR:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> ( ssl<:CHAR:>c<:CHAR:><<:CHAR:>NUM<:CHAR:>>),1024
cluster_created,43215,1,"<:CHAR:>Can not squeeze dim[<<:CHAR:>NUM<:CHAR:>>], expected a<:CHAR:>",1024
cluster_created,43216,1,"<:CHAR:>Cannot feed value of shape (<<:CHAR:>NUM<:CHAR:>>,) for Tensor u'Placeholder <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>', which has shape '(<<:CHAR:>NUM<:CHAR:>>,)'<:CHAR:>",1024
cluster_template_changed,42867,9,"<:CHAR:>Input <<:CHAR:>NUM<:CHAR:>> is incompatible with layer <:*:> <:*:> expected ndim=<<:CHAR:>NUM<:CHAR:>>, found <:*:>",1024
none,42922,6,"<:CHAR:>Error when checking <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_created,43217,1,unsupported operand type(s) for -<:CHAR:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>> With the following traceback,1024
cluster_created,43218,1,Only support ksizes across space<:CHAR:> [Op<:CHAR:>ExtractImagePatches],1024
none,42675,17,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
cluster_created,43219,1,"<:CHAR:>Error when checking input<:CHAR:> expected conv3d <<:CHAR:>NUM<:CHAR:>> input to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got<:CHAR:>",1024
cluster_template_changed,41941,4,<:*:> takes exactly <<:CHAR:>NUM<:CHAR:>> <:*:> (<<:CHAR:>NUM<:CHAR:>> given),1024
none,42110,65,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
cluster_created,43220,1,graph def must be a GraphDef proto<:CHAR:>,1024
none,39530,214,in <:*:> code<:CHAR:>,1024
cluster_created,43221,1,Invalid backend<:CHAR:> Missing required entry <:CHAR:> placeholder,1024
cluster_created,43222,1,"<:CHAR:>Output tensors to a Model must be the output of a Keras `Layer` (thus holding past layer metadata)<:CHAR:> Found<:CHAR:> Tensor(<:CHAR:><:CHAR:>average/truediv<:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>, shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>), dtype=float32)<:CHAR:>",1024
none,39530,215,in <:*:> code<:CHAR:>,1024
none,42675,18,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
cluster_created,43223,1,"<:CHAR:>Can not squeeze dim[<<:CHAR:>NUM<:CHAR:>>], expected a dimension of <<:CHAR:>NUM<:CHAR:>>, got <<:CHAR:>NUM<:CHAR:>> for 'tpu <<:CHAR:>NUM<:CHAR:>>/metrics/metrics/sparse categorical accuracy/remove squeezable dimensions/Squeeze' (op<:CHAR:> <<:CHAR:>VID<:CHAR:>>) with input shapes<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:><:CHAR:>",1024
none,42125,17,cannot import name <:*:> <:*:>,1024
none,42064,61,cannot import name <:*:>,1024
none,42125,18,cannot import name <:*:> <:*:>,1024
none,42064,62,cannot import name <:*:>,1024
none,42027,288,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42041,89,No module named <:*:>,1024
cluster_created,43224,1,You must feed a value for placeholder tensor 'dropout/keras learning phase' with dtype bool,1024
none,42319,7,<:*:> cannot open shared object file<:CHAR:> No such file or directory,1024
none,42027,289,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,43225,1,"<:CHAR:>Input dimension mis-match<:CHAR:> (input[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>shape[<<:CHAR:>NUM<:CHAR:>>] = <<:CHAR:>NUM<:CHAR:>>, input[<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>shape[<<:CHAR:>NUM<:CHAR:>>] = <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42027,290,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42675,19,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have shape (<<:CHAR:>NUM<:CHAR:>>,) but got array with shape <:*:>",1024
none,39530,216,in <:*:> code<:CHAR:>,1024
none,39529,220,<:EMP:>,1024
cluster_created,43226,1,DLL load failed<:CHAR:> Произошел сбой в программе инициализации библиотеки динамической компоновки (DLL)<:CHAR:>,1024
cluster_template_changed,43226,2,DLL load failed<:CHAR:> Произошел сбой в программе инициализации библиотеки динамической компоновки <:*:>,1024
none,42680,7,<:CHAR:>OOM when allocating tensor with <:*:> and type float on /job<:CHAR:>localhost/replica<:CHAR:><<:CHAR:>NUM<:CHAR:>>/task<:CHAR:><<:CHAR:>NUM<:CHAR:>>/device<:CHAR:>GPU<:CHAR:><<:CHAR:>NUM<:CHAR:>> by allocator GPU <<:CHAR:>NUM<:CHAR:>> bfc<:CHAR:>,1024
cluster_created,43227,1,Cannot iterate over a tensor with unknown first dimension<:CHAR:>,1024
cluster_created,43228,1,[WinError <<:CHAR:>NUM<:CHAR:>>] Accès refusé<:CHAR:> 'C<:CHAR:>\\Program Files\\Anaconda\\Lib\\site-packages\\keras',1024
cluster_created,43229,1,"<:CHAR:>GpuElemwise<:CHAR:> Input dimension mis-match<:CHAR:> Input <<:CHAR:>NUM<:CHAR:>> (indices start at <<:CHAR:>NUM<:CHAR:>>) has shape[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>, but the output's size on that axis is <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
cluster_created,43230,1,[Errno <<:CHAR:>NUM<:CHAR:>>] read() on write-only GzipFile object,1024
none,42085,60,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42110,66,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
cluster_created,43231,1,C<:CHAR:>\Users\Clémence\AppData\Local\Programs\Python\Python35\lib\site-packages\tensorflow\contrib\rnn\python\ops\ gru <<:CHAR:>URL<:CHAR:>> not found,1024
cluster_created,43232,1,"<:CHAR:>Passed in object of type <class <<:CHAR:>VID<:CHAR:>>>, not<:CHAR:>",1024
cluster_created,43233,1,"<:CHAR:>Value passed to parameter <<:CHAR:>VID<:CHAR:>> has DataType int64 not in list of allowed values<:CHAR:> float16, bfloat16, float32, float64<:CHAR:>",1024
none,42753,2,Attr shrink axis mask has value <<:CHAR:>NUM<:CHAR:>> out of range for an int32 [Op<:CHAR:>StridedSlice] name<:CHAR:> strided slice/,1024
cluster_created,43234,1,Arguments and signature arguments do not match<:CHAR:> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>>,1024
none,42933,4,<:*:> returned <:*:> (type NoneType),1024
cluster_created,43235,1,You must specify `batch size`,1024
cluster_template_changed,42951,2,<:CHAR:>The name <:*:> <:*:> is used <<:CHAR:>NUM<:CHAR:>> times in the model<:CHAR:> All layer names should be unique<:CHAR:><:CHAR:>,1024
none,42191,8,Traceback (most recent call <:*:>,1024
none,42140,6,[WinError <<:CHAR:>NUM<:CHAR:>>] The specified module could not be found,1024
none,42777,3,<:CHAR:>Shapes <:*:> <<:CHAR:>NUM<:CHAR:>>) and <:*:> <<:CHAR:>NUM<:CHAR:>>) are incompatible<:CHAR:>,1024
none,42745,5,"<:CHAR:>Error when checking input<:CHAR:> expected <:*:> <<:CHAR:>NUM<:CHAR:>> input to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42110,67,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
none,42687,17,<:*:> shapes<:CHAR:> <:*:> vs<:CHAR:> <:*:>,1024
none,42687,18,<:*:> shapes<:CHAR:> <:*:> vs<:CHAR:> <:*:>,1024
none,42110,68,DLL load failed<:CHAR:> The specified <:*:> could not be <:*:>,1024
cluster_created,43236,1,"<:CHAR:>Cannot update variable with shape [] using a Tensor with shape [<<:CHAR:>NUM<:CHAR:>>], shapes must be equal<:CHAR:><:CHAR:>",1024
none,39529,221,<:EMP:>,1024
none,42707,17,<:CHAR:>You must feed a value for placeholder tensor <<:CHAR:>VID<:CHAR:>> with dtype float and shape <:*:>,1024
none,42027,291,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42797,7,Failed to convert a NumPy array to a Tensor (Unsupported object type <:*:>,1024
cluster_created,43237,1,"<:CHAR:>Specified a list with shape [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>] from a tensor with shape [<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42027,292,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42071,52,<:*:> <:*:> is not <:*:>,1024
cluster_created,43238,1,Shape must be rank <<:CHAR:>NUM<:CHAR:>> but is rank <<:CHAR:>NUM<:CHAR:>> for '{{node,1024
none,42700,7,Unknown layer<:CHAR:> <:*:>,1024
none,43025,2,Incompatible type conversion requested to type <<:CHAR:>VID<:CHAR:>> for variable of type <<:CHAR:>VID<:CHAR:>>,1024
none,43025,3,Incompatible type conversion requested to type <<:CHAR:>VID<:CHAR:>> for variable of type <<:CHAR:>VID<:CHAR:>>,1024
none,42681,7,The added layer must be an instance of class Layer<:CHAR:> Found<:CHAR:> <:*:> object at <:*:>,1024
